위반구분,위반일시,위반장소,과태료부과일자,데이터기준일자
주정차 금지구역,2024-12-02 16:54,노원동3가 노원로10길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:58,동천동 동암로12길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:00,읍내동 구암로21길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:58,검단동 검단공단로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:09,태전동 칠곡중앙대로55길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:59,동천동 동천로23길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:55,동천동 동암로12길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 07:29,태전동 학정로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:10,태전동 칠곡중앙대로51길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:42,칠성동1가 칠성남로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:59,동천동 동암로12길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 10:51,칠성동2가 중앙대로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:58,동천동 동암로12길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:15,읍내동 칠곡중앙대로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 10:54,칠성동2가 중앙대로106길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:42,동호동 팔거천동로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:04,산격동 유통단지로8길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:50,칠성동1가 칠성시장로 부근,2024-12-19,2025-01-01
주정차 금지구역,2024-12-02 15:18,산격동 유통단지로13길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:55,동천동 동암로12길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:51,매천동 매전로4길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:32,팔달동 매천로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:59,동천동 동암로12길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:18,산격동 유통단지로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:03,동호동 칠곡중앙대로136길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:52,칠성동2가 칠성시장로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 07:34,칠성동2가 침산로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:09,태전동 칠곡중앙대로55길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:58,동천동 동암로12길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 07:34,칠성동2가 침산로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 07:29,태전동 칠곡중앙대로46길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:21,관음동 칠곡중앙대로91길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:06,학정동 칠곡중앙대로136길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:02,산격동 유통단지로8길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:58,검단동 검단공단로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:08,태전동 169-2 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:18,산격동 유통단지로13길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 07:38,태전동 칠곡중앙대로52길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:01,산격동 유통단지로8길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:01,산격동 유통단지로8길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:18,산격동 유통단지로13길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 16:55,노원동3가 노원로10길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:55,동천동 동암로12길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:58,검단동 검단공단로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:00,읍내동 구암로21길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 10:19,침산동 침산로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:55,동천동 동암로12길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:04,학정동 칠곡중앙대로136길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 07:38,태전동 칠곡중앙대로52길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:57,동천동 구리로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:06,산격동 유통단지로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:53,칠성동2가 공평로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:58,동천동 동암로12길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 16:54,노원동3가 노원로10길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:32,칠성동2가 칠성남로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:04,산격동 유통단지로8길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 10:23,침산동 성북로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:25,읍내동 구암로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:06,학정동 칠곡중앙대로136길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:09,동호동 팔거천동로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:02,동천동 동천로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 16:55,노원동3가 노원로10길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:02,동천동 동천로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 16:56,노원동3가 노원로10길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 07:37,침산동 침산로21길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:32,칠성동2가 칠성남로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:58,동천동 동암로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:19,읍내동 칠곡중앙대로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:27,읍내동 칠곡중앙대로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:08,태전동 169-2 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:56,동천동 동암로12길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:43,칠성동1가 칠성시장로5길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:50,칠성동1가 칠성시장로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:15,읍내동 칠곡중앙대로86길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 07:33,침산동 침산로21길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:26,팔달동 매천로2길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:58,동천동 동암로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:04,학정동 칠곡중앙대로136길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:57,동천동 동암로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 10:19,침산동 침산로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:50,칠성동1가 칠성시장로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 07:32,구암동 태암남로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:42,칠성동1가 칠성남로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:09,태전동 칠곡중앙대로55길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:02,산격동 유통단지로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:02,산격동 유통단지로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 07:37,침산동 침산남로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:18,산격동 유통단지로13길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:58,동천동 동암로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 16:54,노원동3가 노원로10길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:32,칠성동2가 칠성남로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:58,동천동 동암로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:55,동천동 동암로12길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 16:54,노원동3가 노원로10길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:58,동천동 동암로12길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:41,동호동 팔거천동로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:52,매천동 매전로4길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 16:55,노원동3가 노원로10길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:13,태전동 태전로3길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:59,동천동 동암로12길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:06,산격동 유통단지로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:00,읍내동 구암로21길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:32,칠성동2가 칠성남로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:19,산격동 유통단지로13길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 07:34,침산동 침산로22길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:02,산격동 유통단지로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:57,동천동 동암로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:59,동천동 동암로12길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:07,학정동 칠곡중앙대로136길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:58,동천동 동암로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:54,칠성동2가 칠성시장로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:06,학정동 칠곡중앙대로136길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:19,산격동 유통단지로13길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:00,읍내동 구암로21길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:58,동천동 동암로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:53,칠성동2가 공평로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:30,매천동 매천로18길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 07:36,침산동 침산로21길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:47,매천동 매전로4길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:30,칠성동2가 칠성남로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 10:25,침산동 성북로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:42,동호동 팔거천동로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 11:15,읍내동 칠곡중앙대로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:39,산격동 유통단지로13길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 10:53,칠성동2가 중앙대로106길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 10:23,침산동 성북로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:43,칠성동1가 칠성시장로5길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:34,구암동 구암로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:51,매천동 매전로4길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:36,구암동 구암로49길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 14:31,구암동 구암로49길 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:22,칠성동2가 칠성로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 10:19,침산동 침산로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 07:51,금호동 산 103-1 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:04,학정동 구리로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 15:37,학정동 학정로 부근,2024-12-03,2025-01-01
주정차 금지구역,2024-12-02 07:51,팔달동 286-12 부근,2024-12-03,2025-01-01
도로모퉁이,2024-11-29 04:50, 복현동 439-7 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-12-02 09:13,고성동2가 고성로32길 8-1,2024-12-03,2025-01-01
보도(인도)위,2024-11-29 05:40,구암동 781 부근,2024-12-05,2025-01-01
횡단보도,2024-11-29 05:41,구암동 832-3 부근,2024-12-05,2025-01-01
보도(인도)위,2024-11-29 17:38,구암동 781 부근,2024-12-05,2025-01-01
주정차 금지구역,2024-12-02 07:14,복현동 623 부근,2024-12-09,2025-01-01
주정차 금지구역,2024-12-02 07:13,복현동 328-6 부근,2024-12-09,2025-01-01
소화전앞,2024-11-30 11:56,산격동 1715 부근,2024-12-05,2025-01-01
보도(인도)위,2024-11-30 12:13,학정동 941-10 부근,2024-12-05,2025-01-01
횡단보도,2024-11-29 18:32,학정동 939-3 부근,2024-12-05,2025-01-01
보도(인도)위,2024-11-29 22:15,국우동 720-1 부근,2025-01-13,2025-01-01
횡단보도,2024-11-30 12:16, 산격동 산 71-14 부근,2025-01-13,2025-01-01
횡단보도,2024-11-29 15:13,서변동 1753-2 부근,2024-12-05,2025-01-01
보도(인도)위,2024-11-30 11:44,읍내동 1341-10 부근,2024-12-05,2025-01-01
보도(인도)위,2024-11-30 11:14, 산격동 1838 부근,2024-12-05,2025-01-01
소화전앞,2024-11-30 11:23,구암동 781 부근,2024-12-05,2025-01-01
횡단보도,2024-11-29 19:34,고성동3가 23 부근,2024-12-05,2025-01-01
소화전앞,2024-11-30 11:25,구암동 781 부근,2024-12-05,2025-01-01
소화전앞,2024-12-02 16:32,복현동 484-150 부근,2024-12-09,2025-01-01
버스정류장,2024-12-02 18:19,관음동 1274 부근,2024-12-09,2025-01-01
횡단보도,2024-11-30 11:37,서변동 1747 부근,2025-01-13,2025-01-01
보도(인도)위,2024-11-30 14:22,산격동 1578 부근,2024-12-05,2025-01-01
횡단보도,2024-12-02 18:37,구암동 833-1 부근,2024-12-09,2025-01-01
도로모퉁이,2024-11-26 06:29,태전동 1023-10 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-12-02 11:39,구암동 833-1 부근,2024-12-09,2025-01-01
도로모퉁이,2024-12-02 21:04,복현동 623 부근,2024-12-09,2025-01-01
보도(인도)위,2024-12-02 15:49,읍내동 1074-3 부근,2024-12-09,2025-01-01
보도(인도)위,2024-12-01 14:14, 고성동2가 22 부근,2024-12-09,2025-01-01
보도(인도)위,2024-12-01 12:20,고성동3가 103 부근,2024-12-09,2025-01-01
보도(인도)위,2024-12-01 14:24,태전동 1112 부근,2024-12-09,2025-01-01
버스정류장,2024-11-29 19:45,복현동 539-123 부근,2025-01-13,2025-01-01
소화전앞,2024-12-01 08:21,고성동3가 28-3 부근,2024-12-09,2025-01-01
횡단보도,2024-12-01 11:44,동천동 873 부근,2024-12-09,2025-01-01
도로모퉁이,2024-12-01 14:18, 칠성동2가 2-5 부근,2024-12-09,2025-01-01
도로모퉁이,2024-12-01 14:18,칠성동2가 2-5 부근,2024-12-09,2025-01-01
횡단보도,2024-12-01 15:37, 동천동 899-3 부근,2024-12-09,2025-01-01
도로모퉁이,2024-12-02 21:52,복현동 623 부근,2024-12-09,2025-01-01
횡단보도,2024-11-29 20:32,침산동 1762 부근,2024-12-05,2025-01-01
보도(인도)위,2024-12-02 11:27,읍내동 1339 부근,2024-12-09,2025-01-01
도로모퉁이,2024-11-29 15:30,고성동3가 153 부근,2025-01-13,2025-01-01
보도(인도)위,2024-11-29 16:01,산격동 1237-19 부근,2024-12-05,2025-01-01
보도(인도)위,2024-12-02 10:48,읍내동 1341-8 부근,2024-12-09,2025-01-01
횡단보도,2024-12-02 10:53,관음동 1388 부근,2024-12-09,2025-01-01
보도(인도)위,2024-11-29 23:45,고성동3가 139-1 부근,2024-12-05,2025-01-01
횡단보도,2024-11-30 14:25, 산격동 1817 부근,2024-12-05,2025-01-01
횡단보도,2024-11-29 20:12,구암동 837 부근,2024-12-05,2025-01-01
도로모퉁이,2024-11-30 14:28,산격동 1727 부근,2024-12-05,2025-01-01
도로모퉁이,2024-11-29 14:25,대현동 190-3 부근,2024-12-05,2025-01-01
횡단보도,2024-11-30 14:06,산격동 1621 부근,2025-01-13,2025-01-01
소화전앞,2024-12-03 10:18,복현동 681 부근,2024-12-10,2025-01-01
횡단보도,2024-11-30 14:20,산격동 1817 부근,2024-12-05,2025-01-01
보도(인도)위,2024-12-03 11:25,구암동 767-2 부근,2024-12-10,2025-01-01
횡단보도,2024-12-02 11:00,관음동 1401 부근,2024-12-09,2025-01-01
보도(인도)위,2024-11-30 13:52, 학정동 942-1 부근,2024-12-05,2025-01-01
보도(인도)위,2024-11-30 12:24,동천동 908-7 부근,2024-12-05,2025-01-01
보도(인도)위,2024-11-29 09:04,금호동 812 부근,2025-01-13,2025-01-01
소화전앞,2024-11-29 15:54,복현동 436-1 부근,2025-01-13,2025-01-01
버스정류장,2024-11-29 22:09,고성동2가 31-4 부근,2025-01-13,2025-01-01
횡단보도,2024-11-29 10:03,서변동 1788 부근,2024-12-05,2025-01-01
소화전앞,2024-12-03 00:43,읍내동 1355 부근,2024-12-10,2025-01-01
횡단보도,2024-11-29 08:28,서변동 1744 부근,2024-12-05,2025-01-01
횡단보도,2024-12-02 15:04,복현동 623-35 부근,2024-12-09,2025-01-01
횡단보도,2024-11-29 08:23,서변동 1754 부근,2025-01-13,2025-01-01
버스정류장,2024-12-02 16:09,산격동 1002 부근,2024-12-09,2025-01-01
도로모퉁이,2024-11-30 13:19,동천동 934-5 부근,2024-12-05,2025-01-01
횡단보도,2024-11-29 14:14,동천동 961-1 부근,2025-01-13,2025-01-01
횡단보도,2024-11-29 14:20,동천동 905-3 부근,2024-12-05,2025-01-01
소화전앞,2024-12-02 12:42,구암동 655-1 부근,2024-12-09,2025-01-01
횡단보도,2024-11-30 13:25,동천동 951-1 부근,2024-12-05,2025-01-01
도로모퉁이,2024-11-29 08:55,서변동 1756-7 부근,2024-12-05,2025-01-01
소화전앞,2024-12-02 20:27,복현동 623 부근,2024-12-09,2025-01-01
주정차 금지구역,2024-11-29 18:15,산격동 1320-5 부근,2024-12-05,2025-01-01
주정차 금지구역,2024-11-29 19:15,산격동 1277-13 부근,2025-01-13,2025-01-01
횡단보도,2024-11-29 11:19,학정동 967-10 부근,2024-12-05,2025-01-01
소화전앞,2024-11-29 02:57,동천동 898-1 부근,2025-01-13,2025-01-01
버스정류장,2024-12-02 13:41,구암동 789-2 부근,2024-12-09,2025-01-01
횡단보도,2024-12-02 17:50,노원동2가 85-4 부근,2024-12-09,2025-01-01
버스정류장,2024-11-29 18:59,동천동 950 부근,2024-12-05,2025-01-01
보도(인도)위,2024-11-29 15:10,침산동 889-2 부근,2024-12-05,2025-01-01
횡단보도,2024-12-02 16:00,서변동 1787 부근,2024-12-09,2025-01-01
횡단보도,2024-12-02 18:56,동천동 961 부근,2024-12-09,2025-01-01
횡단보도,2024-11-29 03:05,동천동 962-4 부근,2025-01-13,2025-01-01
횡단보도,2024-12-02 18:54,동천동 961-1 부근,2024-12-09,2025-01-01
횡단보도,2024-11-29 03:03, 동천동 962-7 부근,2024-12-05,2025-01-01
보도(인도)위,2024-12-02 18:58,동천동 961 부근,2024-12-09,2025-01-01
횡단보도,2024-12-03 10:14,읍내동 1343-4 부근,2024-12-10,2025-01-01
횡단보도,2024-12-03 10:47,관음동 1389 부근,2024-12-10,2025-01-01
횡단보도,2024-12-02 15:48,구암동 832-3 부근,2024-12-09,2025-01-01
보도(인도)위,2024-11-30 10:18,복현동 209-1 부근,2025-01-13,2025-01-01
횡단보도,2024-12-03 10:19,읍내동 1343-10 부근,2024-12-10,2025-01-01
보도(인도)위,2024-12-01 10:55,읍내동 1341-10 부근,2024-12-09,2025-01-01
횡단보도,2024-11-29 11:06,산격동 994-1 부근,2024-12-05,2025-01-01
횡단보도,2024-12-03 10:09,학정동 941-10 부근,2024-12-10,2025-01-01
횡단보도,2024-11-29 11:08,산격동 994-1 부근 ,2024-12-05,2025-01-01
횡단보도,2024-12-03 10:07,학정동 941-10 부근,2024-12-10,2025-01-01
횡단보도,2024-12-02 21:30,고성동3가 143 부근,2024-12-09,2025-01-01
횡단보도,2024-12-02 21:33,고성동3가 143 부근,2024-12-09,2025-01-01
횡단보도,2024-12-03 11:46,학정동 941-10 부근,2024-12-10,2025-01-01
보도(인도)위,2024-11-29 02:55,동천동 902-2 부근,2025-01-13,2025-01-01
보도(인도)위,2024-11-30 10:36,침산동 227-4 부근,2025-01-02,2025-01-01
도로모퉁이,2024-11-29 03:18,학정동 944-17 부근,2024-12-05,2025-01-01
도로모퉁이,2024-12-01 21:01, 산격동 973-1 부근,2024-12-09,2025-01-01
도로모퉁이,2024-11-30 10:49,산격동 1216-24 부근,2025-01-13,2025-01-01
보도(인도)위,2024-12-03 12:26,동천동 934-5 부근,2024-12-10,2025-01-01
주정차 금지구역,2024-12-03 09:46,오륙민물수산,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 19:21,침산동건영하이츠 정문,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 10:41,오페라 클래시아,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 14:34,NC아울렛 앞 사거리,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 17:17,서변공영주차장 사거리,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 16:14,새동산산부인과,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 16:06,새동산산부인과,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 16:31,오페라트루엘시민의숲,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 07:11,오륙민물수산,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 14:49,대구일중학교 정문 앞,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 10:22,해오름축산물도매센터,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 16:24,해오름축산물도매센터,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 10:19,칠성동 꽃시장 (아름나라),2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 08:05,오페라 클래시아,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 15:03,오페라트루엘시민의숲,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 14:44,노원한신더휴 동문,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 14:34,오페라스위첸 철길,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 14:33,동변공원 사거리,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 17:05,대학로 파리바게트 부근,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 16:08,새동산산부인과,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 16:14,관천초등학교,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 14:38,사수동 센스마트,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 16:47,태전중석타운 남편 도로,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 14:43,오페라스위첸 철길,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 18:23,침산동건영하이츠 정문,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 10:31,칠성동 꽃시장 (아름나라),2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 10:25,서변공영주차장 사거리,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 16:30,대학로 파리바게트 부근,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 07:06,칠곡초등학교 진입로,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 10:09,노원한신더휴 동문,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 07:01,동천동회전교차로2,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 15:33,대천초등학교,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 07:08,관천초등학교,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 14:46,강북경찰서,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 16:17,학정역 효성해링턴,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 14:36,오페라센텀파크 남편,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 14:36,오페라 클래시아,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 15:13,동변공원 사거리,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 17:15,동천동회전교차로2,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 15:12,침산 화인탑펠리스,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 17:17,새동산산부인과,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 10:07,칠성동 꽃시장 (아름나라),2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 10:02,관천초등학교,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 16:02,매천중학교 건너,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 15:14,오페라센텀파크 남편,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 16:58,침산1동회전교차로1,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 07:06,사수동 센스마트,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 10:26,사수동 센스마트,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 09:11,칠성시장 화재(소방),2024-12-04,2025-01-01
소화전앞,2024-12-03 07:06,금정공원(보행자우선거리),2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 15:06,새동산산부인과,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 16:50,금호서한이다음정문,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 17:08,삼영초등학교,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 15:55,칠성동 꽃시장 (아름나라),2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 14:31,노원한신더휴 동문,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 15:12,새동산산부인과,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 07:04,사수동 센스마트,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 16:59,오페라코오롱하늘채 앞,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 19:28,침산동건영하이츠 정문,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 09:48,팔달신시장 오내과,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 10:25,대구일중학교 정문 앞,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 15:19,노원한신더휴 동문,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 15:52,북부초등학교,2024-12-04,2025-01-01
주정차 금지구역,2024-12-03 16:33,대구은행 학정로 지점,2024-12-04,2025-01-01
